gene_id,transcript_id,
KLLA0_A11242g,CAH03077,
KLLA0_A08316g,CAH02955,
KLLA0_A03399g,CAH02737,
KLLA0_A03553g,CAH02744,
KLLA0_A04565g,CAH02788,
KLLA0_A01903g,CAH02672,
KLLA0_A02013g,CAH02677,
KLLA0_A03575g,CAH02745,
KLLA0_A10329g,CAH03040,
KLLA0_A11550g,CAH03090,
KLLA0_A08602g,CAH02966,
KLLA0_A07315g,CAH02913,
KLLA0_A03443g,CAH02739,
KLLA0_A09383g,CAH02998,
KLLA0_A06688g,CAH02886,
KLLA0_A10395g,CAH03043,
KLLA0_A02431g,CAH02695,
KLLA0_A05137g,CAH02814,
KLLA0_A07733g,CAH02932,
KLLA0_A07975g,CAH02943,
KLLA0_A00935g,CAH02628,
KLLA0_A11440g,CAH03085,
KLLA0_A03531g,CAH02743,
KLLA0_A02145g,CAH02683,
KLLA0_A02211g,CAH02686,
KLLA0_A00440g,CAH02605,
KLLA0_A01969g,CAH02675,
KLLA0_A11605g,CAR65222,
KLLA0_A03740g,CAH02753,
KLLA0_A00737g,CAH02619,
KLLA0_A07579g,CAH02925,
KLLA0_A09559g,CAH03006,
KLLA0_A08492g,CAH02963,
KLLA0_A04213g,CAH02774,
KLLA0_A04884g,CAH02802,
KLLA0_A07491g,CAH02921,
KLLA0_A11836g,CAH03103,
KLLA0_A01760g,CAH02665,
KLLA0_A10109g,CAH03030,
KLLA0_A01947g,CAH02674,
KLLA0_A10065g,CAH03028,
KLLA0_A10989g,CAH03066,
KLLA0_A05456g,CAH02829,
KLLA0_A10549g,CAH03050,
KLLA0_A10593g,CAH03052,
KLLA0_A06930g,CAH02895,
KLLA0_A02277g,CAH02689,
KLLA0_A10659g,CAH03054,
KLLA0_A05302g,CAH02822,
KLLA0_A06710g,CAH02887,
KLLA0_A04147g,CAH02771,
KLLA0_A01199g,CAH02640,
KLLA0_A01309g,CAH02644,
KLLA0_A03025g,CAH02720,
KLLA0_A09669g,CAH03010,
KLLA0_A03135g,CAH02725,
KLLA0_A02387g,CAH02694,
KLLA0_A11704g,CAH03097,
KLLA0_A09779g,CAH03015,
KLLA0_A00825g,CAH02623,
KLLA0_A02849g,CAH02712,
KLLA0_A09911g,CAH03021,
KLLA0_A05093g,CAH02812,
KLLA0_A02497g,CAH02698,
KLLA0_A00176g,CAH02595,
KLLA0_A03333g,CAH02734,
KLLA0_A06171g,CAH02863,
KLLA0_A08932g,CAH02980,
KLLA0_A08063g,CAH02947,
KLLA0_A06237g,CAH02866,
KLLA0_A06468g,CAH02876,
KLLA0_A01452g,CAH02651,
KLLA0_A05885g,CAH02850,
KLLA0_A11286g,CAH03078,
KLLA0_A09735g,CAH03013,
KLLA0_A05753g,CAH02844,
KLLA0_A11957g,CAH03109,
KLLA0_A00506g,CAH02608,
KLLA0_A01991g,CAH02676,
KLLA0_A02035g,CAH02678,
KLLA0_A00374g,CAH02602,
KLLA0_A11528g,CAH03089,
KLLA0_A07513g,CAH02922,
KLLA0_A08712g,CAH02970,
KLLA0_A00638g,CAH02614,
KLLA0_A09647g,CAH03009,
KLLA0_A10945g,CAH03064,
KLLA0_A06578g,CAH02881,
KLLA0_A01386g,CAH02648,
KLLA0_A10131g,CAH03031,
KLLA0_A07150g,CAH02905,
KLLA0_A00484g,CAH02607,
KLLA0_A05049g,CAH02810,
KLLA0_A08822g,CAH02975,
KLLA0_A11594g,CAH03092,
KLLA0_A06303g,CAH02869,
KLLA0_A06039g,CAH02857,
KLLA0_A06644g,CAH02884,
KLLA0_A07623g,CAH02927,
KLLA0_A03179g,CAH02727,
KLLA0_A00550g,CAH02610,
KLLA0_A04587g,CAH02789,
KLLA0_A04433g,CAH02782,
KLLA0_A02585g,CAH02702,
KLLA0_A04774g,CAH02797,
KLLA0_A09097g,CAH02986,
KLLA0_A04631g,CAH02791,
KLLA0_A11176g,CAH03074,
KLLA0_A02255g,CAH02688,
KLLA0_A03047g,CAH02721,
KLLA0_A04191g,CAH02773,
KLLA0_A07469g,CAH02920,
KLLA0_A08778g,CAH02973,
KLLA0_A00616g,CAH02613,
KLLA0_A08866g,CAH02977,
KLLA0_A03597g,CAH02746,
KLLA0_A11682g,CAH03096,
KLLA0_A02981g,CAH02718,
KLLA0_A03619g,CAH02747,
KLLA0_A10153g,CAH03032,
KLLA0_A02563g,CAH02701,
KLLA0_A08910g,CAH02979,
KLLA0_A05434g,CAH02828,
KLLA0_A01133g,CAH02637,
KLLA0_A01738g,CAH02664,
KLLA0_A08756g,CAH02972,
KLLA0_A02629g,CAH02704,
KLLA0_A03069g,CAH02722,
KLLA0_A05027g,CAH02809,
KLLA0_A00682g,CAH02616,
KLLA0_A07843g,CAH02937,
KLLA0_A08646g,CAH02968,
KLLA0_A02761g,CAH02710,
KLLA0_A05687g,CAH02840,
KLLA0_A09515g,CAH03004,
KLLA0_A03509g,CAH02742,
KLLA0_A05500g,CAH02831,
KLLA0_A03663g,CAH02749,
KLLA0_A09955g,CAH03023,
KLLA0_A03487g,CAH02741,
KLLA0_A04708g,CAH02794,
KLLA0_A07821g,CAH02936,
KLLA0_A03113g,CAH02724,
KLLA0_A03905g,CAH02759,
KLLA0_A10835g,CAH03060,
KLLA0_A05566g,CAH02834,
KLLA0_A06127g,CAH02861,
KLLA0_A04499g,CAH02785,
KLLA0_A00528g,CAH02609,
KLLA0_A07601g,CAH02926,
KLLA0_A01342g,CAH02646,
KLLA0_A05665g,CAH02839,
KLLA0_A05852g,CAR65219,
KLLA0_A09493g,CAH03003,
KLLA0_A06424g,CAH02874,
KLLA0_A05973g,CAH02854,
KLLA0_A06996g,CAH02898,
KLLA0_A08019g,CAH02945,
KLLA0_A03201g,CAH02728,
KLLA0_A07799g,CAH02935,
KLLA0_A06336g,CAH02871,
KLLA0_A02959g,CAH02717,
KLLA0_A04389g,CAH02780,
KLLA0_A05700g,CAH02841,
KLLA0_A07106g,CAH02903,
KLLA0_A10417g,CAH03044,
KLLA0_A07447g,CAH02919,
KLLA0_A01672g,CAH02661,
KLLA0_A10505g,CAH03048,
KLLA0_A09889g,CAH03020,
KLLA0_A11484g,CAH03087,
KLLA0_A01496g,CAH02653,
KLLA0_A05951g,CAH02853,
KLLA0_A07337g,CAH02914,
KLLA0_A00418g,CAH02604,
KLLA0_A07062g,CAH02901,
KLLA0_A06952g,CAH02896,
KLLA0_A10219g,CAH03035,
KLLA0_A01518g,CAH02654,
KLLA0_B14344g,CAH02562,
KLLA0_B05423g,CAH02170,
KLLA0_B10098g,CAH02371,
KLLA0_B05060g,CAH02152,
KLLA0_B03289g,CAH02073,
KLLA0_B14234g,CAH02557,
KLLA0_B04444g,CAH02123,
KLLA0_B12221g,CAH02467,
KLLA0_B06952g,CAH02233,
KLLA0_B08019g,CAH02280,
KLLA0_B09350g,CAH02337,
KLLA0_B02541g,CAH02038,
KLLA0_B04224g,CAH02114,
KLLA0_B10670g,CAH02397,
KLLA0_B14916g,CAH02589,
KLLA0_B09592g,CAH02349,
KLLA0_B02332g,CAH02028,
KLLA0_B07579g,CAH02259,
KLLA0_B11077g,CAH02415,
KLLA0_B03916g,CAH02101,
KLLA0_B10054g,CAH02369,
KLLA0_B02200g,CAH02022,
KLLA0_B07887g,CAH02274,
KLLA0_B14839g,CAH02585,
KLLA0_B11209g,CAH02421,
KLLA0_B00979g,CAH01967,
KLLA0_B07557g,CAH02258,
KLLA0_B11363g,CAH02428,
KLLA0_B05577g,CAH02177,
KLLA0_B02024g,CAH02014,
KLLA0_B02871g,CAH02053,
KLLA0_B07392g,CAH02251,
KLLA0_B01870g,CAH02007,
KLLA0_B11429g,CAH02431,
KLLA0_B08734g,CAH02310,
KLLA0_B10978g,CAH02410,
KLLA0_B04972g,CAH02148,
KLLA0_B14454g,CAH02567,
KLLA0_B03520g,CAH02084,
KLLA0_B10692g,CAH02398,
KLLA0_B06886g,CAH02232,
KLLA0_B11814g,CAH02448,
KLLA0_B08305g,CAH02293,
KLLA0_B05511g,CAH02174,
KLLA0_B03564g,CAH02086,
KLLA0_B04708g,CAH02136,
KLLA0_B01738g,CAH02001,
KLLA0_B09526g,CAH02346,
KLLA0_B00869g,CAH01962,
KLLA0_B13816g,CAH02539,
KLLA0_B05533g,CAH02175,
KLLA0_B11572g,CAH02438,
KLLA0_B04026g,CAH02106,
KLLA0_B11407g,CAH02430,
KLLA0_B04730g,CAH02137,
KLLA0_B04994g,CAH02149,
KLLA0_B14102g,CAH02552,
KLLA0_B03157g,CAH02066,
KLLA0_B03069g,CAH02062,
KLLA0_B13046g,CAH02505,
KLLA0_B11594g,CAH02439,
KLLA0_B07040g,CAH02236,
KLLA0_B00583g,CAH01949,
KLLA0_B00429g,CAH01942,
KLLA0_B09812g,CAH02358,
KLLA0_B05445g,CAH02171,
KLLA0_B02090g,CAH02017,
KLLA0_B10142g,CAH02373,
KLLA0_B04422g,CAH02122,
KLLA0_B11000g,CAH02411,
KLLA0_B10912g,CAH02407,
KLLA0_B08591g,CAH02304,
KLLA0_B05665g,CAH02181,
KLLA0_B05995g,CAH02197,
KLLA0_B10604g,CAH02394,
KLLA0_B11858g,CAH02450,
KLLA0_B11836g,CAH02449,
KLLA0_B06820g,CAH02229,
KLLA0_B09174g,CAH02330,
KLLA0_B11616g,CAH02440,
KLLA0_B12463g,CAH02478,
KLLA0_B06798g,CAH02228,
KLLA0_B05973g,CAH02196,
KLLA0_B05016g,CAH02150,
KLLA0_B09548g,CAH02347,
KLLA0_B09988g,CAH02366,
KLLA0_B04906g,CAH02145,
KLLA0_B01496g,CAH01990,
KLLA0_B06182g,CAH02204,
KLLA0_B13123g,CAR65227,
KLLA0_B07447g,CAH02253,
KLLA0_B07777g,CAH02269,
KLLA0_B04070g,CAH02108,
KLLA0_B07623g,CAH02262,
KLLA0_B11638g,CAH02441,
KLLA0_B08910g,CAH02318,
KLLA0_B14531g,CAH02571,
KLLA0_B03432g,CAH02080,
KLLA0_B02310g,CAH02027,
KLLA0_B06094g,CAH02201,
KLLA0_B11924g,CAH02453,
KLLA0_B00220g,CAH01932,
KLLA0_B10934g,CAH02408,
KLLA0_B01199g,CAH01977,
KLLA0_B01914g,CAH02009,
KLLA0_B00166g,CAR65223,
KLLA0_B06215g,CAH02206,
KLLA0_B12650g,CAH02487,
KLLA0_B09790g,CAH02357,
KLLA0_B02849g,CAH02052,
KLLA0_B13145g,CAH02510,
KLLA0_B02717g,CAH02046,
KLLA0_B07513g,CAH02256,
KLLA0_B08129g,CAH02285,
KLLA0_B09130g,CAH02328,
KLLA0_B12826g,CAH02495,
KLLA0_B04928g,CAH02146,
KLLA0_B12672g,CAH02488,
KLLA0_B14817g,CAH02584,
KLLA0_B08041g,CAH02281,
KLLA0_B10076g,CAH02370,
KLLA0_B01540g,CAH01992,
KLLA0_B04180g,CAH02112,
KLLA0_B08976g,CAH02321,
KLLA0_B12441g,CAH02477,
KLLA0_B10890g,CAH02406,
KLLA0_B09218g,CAH02332,
KLLA0_B00242g,CAH01933,
KLLA0_B13794g,CAH02538,
KLLA0_B14949g,CAH02591,
KLLA0_B10120g,CAH02372,
KLLA0_B00825g,CAH01960,
KLLA0_B08679g,CAH02307,
KLLA0_B07711g,CAH02266,
KLLA0_B13233g,CAH02514,
KLLA0_B00693g,CAH01954,
KLLA0_B04774g,CAH02139,
KLLA0_B06644g,CAH02222,
KLLA0_B08371g,CAH02295,
KLLA0_B04092g,CAH02109,
KLLA0_B12331g,CAH02472,
KLLA0_B05643g,CAH02180,
KLLA0_B07337g,CAH02248,
KLLA0_B14861g,CAH02586,
KLLA0_B07645g,CAH02263,
KLLA0_B14553g,CAH02572,
KLLA0_B00671g,CAH01953,
KLLA0_B05863g,CAH02190,
KLLA0_B08217g,CAH02289,
KLLA0_B13926g,CAH02544,
KLLA0_B02607g,CAH02041,
KLLA0_B06259g,CAH02208,
KLLA0_B12309g,CAH02471,
KLLA0_B02629g,CAH02042,
KLLA0_B11231g,CAH02422,
KLLA0_B12155g,CAH02464,
KLLA0_B02827g,CAH02051,
KLLA0_B06732g,CAH02225,
KLLA0_B11682g,CAH02443,
KLLA0_B02805g,CAH02050,
KLLA0_B07491g,CAH02255,
KLLA0_B01397g,CAH01986,
KLLA0_B10175g,CAH02375,
KLLA0_B06413g,CAH02213,
KLLA0_B08437g,CAH02297,
KLLA0_B13189g,CAH02512,
KLLA0_B14432g,CAH02566,
KLLA0_B02937g,CAH02056,
KLLA0_B09262g,CAH02334,
KLLA0_B03179g,CAH02067,
KLLA0_B14036g,CAH02549,
KLLA0_B01848g,CAH02006,
KLLA0_B02398g,CAH02031,
KLLA0_B14278g,CAH02559,
KLLA0_B13068g,CAH02506,
KLLA0_B09394g,CAH02339,
KLLA0_B06116g,CAH02202,
KLLA0_B09460g,CAH02343,
KLLA0_B10153g,CAH02374,
KLLA0_B08844g,CAH02315,
KLLA0_B14014g,CAH02548,
KLLA0_B04752g,CAH02138,
KLLA0_B11011g,CAH02412,
KLLA0_B10285g,CAH02380,
KLLA0_B12243g,CAH02468,
KLLA0_B13563g,CAH02528,
KLLA0_B04686g,CAH02135,
KLLA0_B10197g,CAH02376,
KLLA0_B13497g,CAH02525,
KLLA0_B06842g,CAH02230,
KLLA0_B11550g,CAH02437,
KLLA0_B09768g,CAH02356,
KLLA0_B05203g,CAH02159,
KLLA0_B14388g,CAH02564,
KLLA0_B06622g,CAH02221,
KLLA0_B03311g,CAH02074,
KLLA0_B02651g,CAH02043,
KLLA0_B07689g,CAH02265,
KLLA0_B13673g,CAH02533,
KLLA0_B00935g,CAH01965,
KLLA0_B01155g,CAH01975,
KLLA0_B10373g,CAH02384,
KLLA0_B00737g,CAH01956,
KLLA0_B00407g,CAH01941,
KLLA0_B07997g,CAH02279,
KLLA0_B13860g,CAH02541,
KLLA0_B01265g,CAH01980,
KLLA0_B02068g,CAH02016,
KLLA0_B01309g,CAH01982,
KLLA0_B05687g,CAH02182,
KLLA0_B07084g,CAH02238,
KLLA0_B04466g,CAR65225,
KLLA0_B04543g,CAH02128,
KLLA0_B08932g,CAH02319,
KLLA0_B11187g,CAH02420,
KLLA0_B07667g,CAH02264,
KLLA0_B07799g,CAH02270,
KLLA0_B07271g,CAH02247,
KLLA0_B11385g,CAH02429,
KLLA0_B13519g,CAH02526,
KLLA0_B02915g,CAH02055,
KLLA0_B04455g,CAH02124,
KLLA0_B04818g,CAH02141,
KLLA0_B05808g,CAH02187,
KLLA0_B12012g,CAH02457,
KLLA0_B13409g,CAH02521,
KLLA0_B02563g,CAH02039,
KLLA0_B06347g,CAH02210,
KLLA0_B10560g,CAH02392,
KLLA0_B06435g,CAH02214,
KLLA0_B14256g,CAH02558,
KLLA0_B03828g,CAH02097,
KLLA0_B04048g,CAH02107,
KLLA0_B03740g,CAH02093,
KLLA0_B04477g,CAH02125,
KLLA0_B00847g,CAH01961,
KLLA0_B01221g,CAH01978,
KLLA0_B03333g,CAH02075,
KLLA0_B04378g,CAH02120,
KLLA0_B04796g,CAH02140,
KLLA0_B08712g,CAH02309,
KLLA0_B12848g,CAH02496,
KLLA0_B03894g,CAH02100,
KLLA0_B04334g,CAH02118,
KLLA0_B13024g,CAH02504,
KLLA0_B00517g,CAH01946,
KLLA0_B02354g,CAH02029,
KLLA0_B09856g,CAH02360,
KLLA0_B10626g,CAH02395,
KLLA0_B11660g,CAH02442,
KLLA0_B10263g,CAH02379,
KLLA0_B12265g,CAH02469,
KLLA0_B01089g,CAH01972,
KLLA0_B12133g,CAH02463,
KLLA0_B00473g,CAH01944,
KLLA0_B08822g,CAH02314,
KLLA0_B02178g,CAH02021,
KLLA0_B00891g,CAH01963,
KLLA0_B07909g,CAH02275,
KLLA0_B09240g,CAH02333,
KLLA0_B14058g,CAH02550,
KLLA0_B14410g,CAH02565,
KLLA0_B13607g,CAH02530,
KLLA0_B00451g,CAH01943,
KLLA0_B13365g,CAH02519,
KLLA0_B07117g,CAH02240,
KLLA0_B06710g,CAH02224,
KLLA0_B14124g,CAH02553,
KLLA0_B05038g,CAH02151,
KLLA0_B06754g,CAH02226,
KLLA0_B10472g,CAH02389,
